datetime,count
2011-01-22 14:00:00,68.1
2011-01-22 15:00:00,83.1
2011-01-22 16:00:00,87.7
2011-01-22 17:00:00,88.5
2011-01-22 18:00:00,68.0
2011-01-22 19:00:00,60.4
2011-01-22 20:00:00,50.7
2011-01-22 21:00:00,44.2
2011-01-22 22:00:00,21.8
2011-01-22 23:00:00,13.5
2011-01-23 00:00:00,26.9
2011-01-23 01:00:00,20.6
2011-01-23 02:00:00,15.7
2011-01-23 03:00:00,15.4
2011-01-23 05:00:00,3.3
2011-01-23 06:00:00,9.7
2011-01-23 07:00:00,11.3
2011-01-23 08:00:00,23.0
2011-01-23 09:00:00,32.0
2011-01-23 10:00:00,58.6
2011-01-23 11:00:00,73.1
2011-01-23 12:00:00,75.2
2011-01-23 13:00:00,79.2
2011-01-23 14:00:00,77.0
2011-01-23 15:00:00,78.8
2011-01-23 16:00:00,86.2
2011-01-23 17:00:00,93.3
2011-01-23 18:00:00,75.7
2011-01-23 19:00:00,70.3
2011-01-23 20:00:00,43.0
2011-01-23 21:00:00,40.2
2011-01-23 22:00:00,26.0
2011-01-23 23:00:00,15.8
2011-01-24 00:00:00,11.6
2011-01-24 01:00:00,6.1
2011-01-24 03:00:00,2.0
2011-01-24 04:00:00,2.0
2011-01-24 05:00:00,8.0
2011-01-24 06:00:00,26.1
2011-01-24 07:00:00,69.0
2011-01-24 08:00:00,181.2
2011-01-24 09:00:00,111.9
2011-01-24 10:00:00,25.9
2011-01-24 11:00:00,24.6
2011-01-24 12:00:00,40.8
2011-01-24 13:00:00,37.4
2011-01-24 14:00:00,33.9
2011-01-24 15:00:00,36.0
2011-01-24 16:00:00,61.5
2011-01-24 17:00:00,139.6
2011-01-24 18:00:00,136.2
2011-01-24 19:00:00,109.2
2011-01-24 20:00:00,62.6
2011-01-24 21:00:00,48.5
2011-01-24 22:00:00,24.2
2011-01-24 23:00:00,20.0
2011-01-25 00:00:00,10.5
2011-01-25 01:00:00,5.2
2011-01-25 02:00:00,3.6
2011-01-25 04:00:00,1.6
2011-01-25 05:00:00,7.1
2011-01-25 06:00:00,34.4
2011-01-25 07:00:00,82.5
2011-01-25 08:00:00,176.0
2011-01-25 09:00:00,115.8
2011-01-25 10:00:00,53.8
2011-01-25 11:00:00,65.1
2011-01-25 12:00:00,68.3
2011-01-25 13:00:00,67.8
2011-01-25 14:00:00,73.3
2011-01-25 15:00:00,79.3
2011-01-25 16:00:00,93.6
2011-01-25 17:00:00,191.3
2011-01-25 18:00:00,178.5
2011-01-25 19:00:00,115.6
2011-01-25 20:00:00,78.4
2011-01-25 21:00:00,53.0
2011-01-25 22:00:00,36.6
2011-01-25 23:00:00,17.2
2011-01-26 00:00:00,10.7
2011-01-26 01:00:00,7.4
2011-01-26 02:00:00,4.9
2011-01-26 05:00:00,6.8
2011-01-26 06:00:00,29.2
2011-01-26 07:00:00,80.5
2011-01-26 08:00:00,118.6
2011-01-26 09:00:00,93.4
2011-01-26 10:00:00,27.5
2011-01-26 11:00:00,21.9
2011-01-26 12:00:00,16.9
2011-01-26 13:00:00,16.9
2011-01-26 14:00:00,14.6
2011-01-26 15:00:00,14.6
2011-01-26 16:00:00,39.0
2011-01-26 17:00:00,131.3
2011-01-27 16:00:00,74.9
2011-01-27 17:00:00,138.6
2011-01-27 18:00:00,127.9
2011-01-27 19:00:00,109.4
2011-01-27 20:00:00,72.9
2011-01-27 21:00:00,48.9
2011-01-27 22:00:00,32.9
2011-01-27 23:00:00,25.0
2011-01-28 00:00:00,11.2
2011-01-28 01:00:00,6.7
2011-01-28 02:00:00,4.4
2011-01-28 03:00:00,1.9
2011-01-28 05:00:00,7.7
2011-01-28 06:00:00,35.9
2011-01-28 07:00:00,87.7
2011-01-28 08:00:00,184.1
2011-01-28 09:00:00,93.7
2011-01-28 10:00:00,31.7
2011-01-28 11:00:00,40.5
2011-01-28 12:00:00,39.5
2011-01-28 13:00:00,37.6
2011-01-28 14:00:00,41.6
2011-01-28 15:00:00,37.3
2011-01-28 16:00:00,75.7
2011-01-28 17:00:00,139.7
2011-01-28 18:00:00,140.9
2011-01-28 19:00:00,113.8
2011-01-28 20:00:00,80.0
2011-01-28 21:00:00,52.0
2011-01-28 22:00:00,37.3
2011-01-28 23:00:00,25.3
2011-01-29 00:00:00,26.0
2011-01-29 01:00:00,22.2
2011-01-29 02:00:00,17.7
2011-01-29 03:00:00,15.2
2011-01-29 04:00:00,3.6
2011-01-29 06:00:00,6.7
2011-01-29 07:00:00,11.2
2011-01-29 08:00:00,25.5
2011-01-29 09:00:00,37.7
2011-01-29 10:00:00,61.5
2011-01-29 11:00:00,61.5
2011-01-29 12:00:00,83.3
2011-01-29 13:00:00,87.3
2011-01-29 14:00:00,86.8
2011-01-29 15:00:00,90.2
2011-01-29 16:00:00,86.7
2011-01-29 17:00:00,88.1
2011-01-29 18:00:00,77.7
2011-01-29 19:00:00,74.2
2011-01-29 20:00:00,46.2
2011-01-29 21:00:00,37.3
2011-01-29 22:00:00,25.3
2011-01-29 23:00:00,23.4
2011-01-30 00:00:00,28.3
2011-01-30 01:00:00,24.7
2011-01-30 02:00:00,22.7
2011-01-30 03:00:00,16.6
2011-01-30 04:00:00,4.5
2011-01-30 05:00:00,3.8
2011-01-30 07:00:00,13.5
2011-01-30 08:00:00,24.7
2011-01-30 09:00:00,31.5
2011-01-30 10:00:00,61.6
2011-01-30 11:00:00,69.6
2011-01-30 12:00:00,102.3
2011-01-30 13:00:00,88.3
2011-01-30 14:00:00,88.4
2011-01-30 15:00:00,102.6
2011-01-30 16:00:00,109.2
2011-01-30 17:00:00,96.8
2011-01-30 18:00:00,72.6
2011-01-30 19:00:00,62.1
2011-01-30 20:00:00,44.0
2011-01-30 21:00:00,38.4
2011-01-30 22:00:00,25.7
2011-01-30 23:00:00,22.1
2011-01-31 00:00:00,13.4
2011-01-31 01:00:00,4.9
2011-01-31 02:00:00,4.4
2011-01-31 03:00:00,3.1
2011-01-31 04:00:00,1.9
2011-01-31 05:00:00,6.2
2011-01-31 06:00:00,34.2
2011-01-31 07:00:00,86.0
2011-01-31 08:00:00,172.0
2011-01-31 09:00:00,112.8
2011-01-31 10:00:00,26.0
2011-01-31 11:00:00,26.5
2011-01-31 12:00:00,37.8
2011-01-31 13:00:00,43.9
2011-01-31 14:00:00,24.7
2011-01-31 15:00:00,24.9
2011-01-31 16:00:00,61.1
2011-01-31 17:00:00,136.8
2011-01-31 18:00:00,136.3
2011-01-31 19:00:00,133.5
2011-01-31 20:00:00,65.1
2011-01-31 21:00:00,43.9
2011-01-31 22:00:00,33.3
2011-01-31 23:00:00,16.6
2011-02-20 00:00:00,30.6
2011-02-20 01:00:00,21.2
2011-02-20 02:00:00,16.2
2011-02-20 03:00:00,10.3
2011-02-20 04:00:00,3.2
2011-02-20 06:00:00,6.4
2011-02-20 07:00:00,16.0
2011-02-20 08:00:00,23.9
2011-02-20 09:00:00,41.9
2011-02-20 10:00:00,89.8
2011-02-20 11:00:00,117.1
2011-02-20 12:00:00,138.3
2011-02-20 13:00:00,160.9
2011-02-20 14:00:00,151.7
2011-02-20 15:00:00,161.1
2011-02-20 16:00:00,146.2
2011-02-20 17:00:00,126.4
2011-02-20 18:00:00,113.9
2011-02-20 19:00:00,89.7
2011-02-20 20:00:00,67.7
2011-02-20 21:00:00,61.8
2011-02-20 22:00:00,44.8
2011-02-20 23:00:00,40.3
2011-02-21 00:00:00,29.7
2011-02-21 01:00:00,22.3
2011-02-21 02:00:00,15.8
2011-02-21 03:00:00,7.1
2011-02-21 04:00:00,4.6
2011-02-21 05:00:00,4.6
2011-02-21 06:00:00,19.1
2011-02-21 07:00:00,100.2
2011-02-21 08:00:00,96.8
2011-02-21 09:00:00,64.6
2011-02-21 10:00:00,102.5
2011-02-21 11:00:00,129.5
2011-02-21 12:00:00,121.3
2011-02-21 13:00:00,72.5
2011-02-21 14:00:00,108.9
2011-02-21 15:00:00,132.4
2011-02-21 16:00:00,80.5
2011-02-21 17:00:00,93.8
2011-02-21 18:00:00,83.8
2011-02-21 19:00:00,75.9
2011-02-21 20:00:00,39.5
2011-02-21 21:00:00,34.8
2011-02-21 22:00:00,22.8
2011-02-21 23:00:00,21.7
2011-02-22 06:00:00,30.2
2011-02-22 07:00:00,88.3
2011-02-22 08:00:00,201.0
2011-02-22 09:00:00,131.4
2011-02-22 10:00:00,28.3
2011-02-22 11:00:00,39.7
2011-02-22 12:00:00,42.7
2011-02-22 13:00:00,50.7
2011-02-22 14:00:00,51.4
2011-02-22 15:00:00,76.2
2011-02-22 16:00:00,73.4
2011-02-22 17:00:00,143.6
2011-02-22 18:00:00,136.6
2011-02-22 19:00:00,116.5
2011-02-22 20:00:00,69.8
2011-02-22 21:00:00,59.7
2011-02-22 22:00:00,38.2
2011-02-22 23:00:00,28.7
2011-02-23 00:00:00,14.2
2011-02-23 01:00:00,5.8
2011-02-23 02:00:00,3.5
2011-02-23 03:00:00,2.0
2011-02-23 05:00:00,8.7
2011-02-23 06:00:00,29.0
2011-02-23 07:00:00,79.0
2011-02-23 08:00:00,210.6
2011-02-23 09:00:00,128.7
2011-02-23 10:00:00,51.7
2011-02-23 11:00:00,64.3
2011-02-23 12:00:00,78.0
2011-02-23 13:00:00,76.2
2011-02-23 14:00:00,77.5
2011-02-23 15:00:00,79.4
2011-02-23 16:00:00,102.7
2011-02-23 17:00:00,200.9
2011-02-23 18:00:00,208.3
2011-02-23 19:00:00,143.3
2011-02-23 20:00:00,71.2
2011-02-23 21:00:00,74.7
2011-02-23 22:00:00,50.6
2011-02-23 23:00:00,30.3
2011-02-24 00:00:00,13.3
2011-02-24 01:00:00,6.0
2011-02-24 02:00:00,4.4
2011-02-24 03:00:00,2.5
2011-02-24 05:00:00,8.1
2011-02-24 06:00:00,36.0
2011-02-24 07:00:00,103.1
2011-02-24 08:00:00,249.7
2011-02-24 09:00:00,129.4
2011-02-24 10:00:00,60.0
2011-02-24 11:00:00,73.1
2011-02-24 12:00:00,86.7
2011-02-24 13:00:00,86.1
2011-02-24 14:00:00,83.2
2011-02-24 15:00:00,43.8
2011-02-24 16:00:00,58.8
2011-02-24 17:00:00,160.8
2011-02-24 18:00:00,173.8
2011-02-24 19:00:00,119.1
2011-02-24 20:00:00,79.5
2011-02-24 21:00:00,83.0
2011-02-24 22:00:00,44.2
2011-02-24 23:00:00,33.9
2011-02-25 00:00:00,11.1
2011-02-25 01:00:00,7.2
2011-02-25 02:00:00,8.0
2011-02-25 03:00:00,2.5
2011-02-25 05:00:00,8.8
2011-02-25 06:00:00,35.0
2011-02-25 07:00:00,70.4
2011-02-25 08:00:00,127.3
2011-02-25 09:00:00,70.7
2011-02-25 10:00:00,40.2
2011-02-25 11:00:00,106.4
2011-02-25 12:00:00,163.8
2011-02-25 13:00:00,161.2
2011-02-25 14:00:00,173.0
2011-02-25 15:00:00,163.5
2011-02-25 16:00:00,106.4
2011-02-25 17:00:00,181.3
2011-02-25 18:00:00,175.0
2011-02-25 19:00:00,122.0
2011-02-25 20:00:00,73.1
2011-02-25 21:00:00,61.6
2011-02-25 22:00:00,39.4
2011-02-25 23:00:00,31.9
2011-02-26 00:00:00,26.9
2011-02-26 01:00:00,21.2
2011-02-26 02:00:00,15.6
2011-02-26 03:00:00,15.3
2011-02-26 04:00:00,4.5
2011-02-26 05:00:00,2.9
2011-02-26 06:00:00,8.1
2011-02-26 07:00:00,10.7
2011-02-26 08:00:00,29.7
2011-02-26 09:00:00,46.2
2011-02-26 10:00:00,107.9
2011-02-26 11:00:00,138.4
2011-02-26 12:00:00,137.7
2011-02-26 13:00:00,145.4
2011-02-26 14:00:00,141.5
2011-02-26 15:00:00,158.9
2011-02-26 16:00:00,147.1
2011-02-26 17:00:00,128.0
2011-02-26 18:00:00,110.2
2011-02-26 19:00:00,66.4
2011-02-26 20:00:00,49.9
2011-02-26 21:00:00,36.6
2011-02-26 22:00:00,39.3
2011-02-26 23:00:00,38.9
2011-02-27 00:00:00,27.6
2011-02-27 01:00:00,22.8
2011-02-27 02:00:00,22.8
2011-02-27 03:00:00,17.2
2011-02-27 04:00:00,3.0
2011-02-27 06:00:00,10.8
2011-02-27 07:00:00,12.2
2011-02-27 08:00:00,33.6
2011-02-27 09:00:00,56.9
2011-02-27 10:00:00,89.9
2011-02-27 11:00:00,122.9
2011-02-27 12:00:00,153.8
2011-02-27 13:00:00,162.7
2011-02-27 14:00:00,156.5
2011-02-27 15:00:00,168.3
2011-02-27 16:00:00,214.6
2011-02-27 17:00:00,152.5
2011-02-27 18:00:00,129.7
2011-02-27 19:00:00,85.9
2011-02-27 20:00:00,64.7
2011-02-27 21:00:00,62.3
2011-02-27 22:00:00,59.9
2011-02-27 23:00:00,47.5
2011-02-28 00:00:00,22.1
2011-02-28 01:00:00,7.6
2011-02-28 03:00:00,2.5
2011-02-28 05:00:00,8.7
2011-02-28 06:00:00,46.6
2011-02-28 07:00:00,104.1
2011-02-28 08:00:00,235.2
2011-02-28 09:00:00,151.4
2011-02-28 10:00:00,128.8
2011-02-28 11:00:00,149.5
2011-02-28 12:00:00,162.4
2011-02-28 13:00:00,96.7
2011-02-28 14:00:00,34.3
2011-02-28 15:00:00,35.5
2011-02-28 16:00:00,57.8
2011-02-28 17:00:00,145.2
2011-02-28 18:00:00,124.3
2011-02-28 19:00:00,154.0
2011-02-28 20:00:00,127.0
2011-02-28 21:00:00,98.3
2011-02-28 22:00:00,37.9
2011-02-28 23:00:00,30.0
2011-03-20 00:00:00,31.6
2011-03-20 01:00:00,24.9
2011-03-20 02:00:00,18.1
2011-03-20 03:00:00,8.8
2011-03-20 04:00:00,4.2
2011-03-20 05:00:00,3.8
2011-03-20 06:00:00,7.2
2011-03-20 07:00:00,28.1
2011-03-20 08:00:00,67.8
2011-03-20 09:00:00,78.7
2011-03-20 10:00:00,110.8
2011-03-20 11:00:00,131.2
2011-03-20 12:00:00,145.3
2011-03-20 13:00:00,146.4
2011-03-20 14:00:00,144.4
2011-03-20 15:00:00,146.1
2011-03-20 16:00:00,165.5
2011-03-20 17:00:00,210.9
2011-03-20 18:00:00,192.2
2011-03-20 19:00:00,121.6
2011-03-20 20:00:00,87.2
2011-03-20 21:00:00,76.7
2011-03-20 22:00:00,52.5
2011-03-20 23:00:00,29.8
2011-03-21 00:00:00,17.2
2011-03-21 01:00:00,7.7
2011-03-21 02:00:00,8.5
2011-03-21 03:00:00,3.9
2011-03-21 05:00:00,8.2
2011-03-21 06:00:00,46.8
2011-03-21 07:00:00,79.2
2011-03-21 08:00:00,259.2
2011-03-21 09:00:00,153.0
2011-03-21 10:00:00,75.0
2011-03-21 11:00:00,85.9
2011-03-21 12:00:00,100.0
2011-03-21 13:00:00,153.9
2011-03-21 14:00:00,135.5
2011-03-21 15:00:00,187.9
2011-03-21 16:00:00,169.0
2011-03-21 17:00:00,331.8
2011-03-21 18:00:00,276.0
2011-03-21 19:00:00,247.0
2011-03-21 20:00:00,170.1
2011-03-21 21:00:00,113.8
2011-03-21 22:00:00,86.5
2011-03-21 23:00:00,52.4
2011-03-22 00:00:00,30.4
2011-03-22 01:00:00,7.7
2011-03-22 02:00:00,11.6
2011-03-22 03:00:00,3.3
2011-03-22 04:00:00,3.1
2011-03-22 05:00:00,11.2
2011-03-22 06:00:00,43.4
2011-03-22 07:00:00,139.5
2011-03-22 08:00:00,283.5
2011-03-22 09:00:00,151.7
2011-03-22 10:00:00,88.1
2011-03-22 11:00:00,85.9
2011-03-22 12:00:00,172.7
2011-03-22 13:00:00,167.1
2011-03-22 14:00:00,160.9
2011-03-22 15:00:00,168.5
2011-03-22 16:00:00,148.0
2011-03-22 17:00:00,337.1
2011-03-22 18:00:00,310.1
2011-03-22 19:00:00,174.4
2011-03-22 20:00:00,122.3
2011-03-22 21:00:00,108.6
2011-03-22 22:00:00,76.8
2011-03-22 23:00:00,45.3
2011-03-23 00:00:00,18.7
2011-03-23 01:00:00,7.7
2011-03-23 02:00:00,9.2
2011-03-23 03:00:00,3.2
2011-03-23 05:00:00,10.0
2011-03-23 06:00:00,48.2
2011-03-23 07:00:00,108.1
2011-03-23 08:00:00,267.2
2011-03-23 09:00:00,155.0
2011-03-23 10:00:00,73.8
2011-03-23 11:00:00,63.9
2011-03-23 12:00:00,85.1
2011-03-23 13:00:00,64.8
2011-03-23 14:00:00,78.0
2011-03-23 15:00:00,92.4
2011-03-23 16:00:00,129.9
2011-03-23 17:00:00,247.5
2011-03-23 18:00:00,187.2
2011-03-23 19:00:00,117.1
2011-03-23 20:00:00,88.2
2011-03-23 21:00:00,54.4
2011-03-23 22:00:00,40.5
2011-03-23 23:00:00,29.4
2011-03-24 00:00:00,17.0
2011-03-24 01:00:00,4.5
2011-03-24 02:00:00,9.1
2011-03-24 03:00:00,1.8
2011-03-24 04:00:00,2.6
2011-03-24 05:00:00,10.2
2011-03-24 06:00:00,39.5
2011-03-24 07:00:00,81.4
2011-03-24 08:00:00,130.8
2011-03-24 09:00:00,160.6
2011-03-24 10:00:00,77.3
2011-03-24 11:00:00,68.2
2011-03-24 12:00:00,83.0
2011-03-24 13:00:00,89.7
2011-03-24 14:00:00,76.8
2011-03-24 15:00:00,77.9
2011-03-24 16:00:00,88.2
2011-03-24 17:00:00,205.7
2011-03-24 18:00:00,176.0
2011-03-24 19:00:00,133.6
2011-03-24 20:00:00,81.0
2011-03-24 21:00:00,69.1
2011-03-24 22:00:00,44.1
2011-03-24 23:00:00,35.9
2011-03-25 00:00:00,17.3
2011-03-25 01:00:00,4.6
2011-03-25 02:00:00,4.8
2011-03-25 03:00:00,2.9
2011-03-25 04:00:00,3.0
2011-03-25 05:00:00,9.0
2011-03-25 06:00:00,45.0
2011-03-25 07:00:00,109.2
2011-03-25 08:00:00,206.6
2011-03-25 09:00:00,135.7
2011-03-25 10:00:00,77.2
2011-03-25 11:00:00,82.3
2011-03-25 12:00:00,87.5
2011-03-25 13:00:00,81.8
2011-03-25 14:00:00,80.4
2011-03-25 15:00:00,81.9
2011-03-25 16:00:00,117.9
2011-03-25 17:00:00,218.9
2011-03-25 18:00:00,202.9
2011-03-25 19:00:00,137.8
2011-03-25 20:00:00,84.1
2011-03-25 21:00:00,72.8
2011-03-25 22:00:00,35.1
2011-03-25 23:00:00,28.0
2011-03-26 00:00:00,31.7
2011-03-26 01:00:00,25.2
2011-03-26 02:00:00,15.9
2011-03-26 03:00:00,10.0
2011-03-26 04:00:00,4.0
2011-03-26 05:00:00,3.4
2011-03-26 06:00:00,7.5
2011-03-26 07:00:00,26.7
2011-03-26 08:00:00,39.4
2011-03-26 09:00:00,72.8
2011-03-26 10:00:00,101.4
2011-03-26 11:00:00,106.7
2011-03-26 12:00:00,115.8
2011-03-26 13:00:00,118.4
2011-03-26 14:00:00,118.6
2011-03-26 15:00:00,138.7
2011-03-26 16:00:00,126.5
2011-03-26 17:00:00,218.5
2011-03-26 18:00:00,192.2
2011-03-26 19:00:00,124.3
2011-03-26 20:00:00,55.4
2011-03-26 21:00:00,44.2
2011-03-26 22:00:00,37.4
2011-03-26 23:00:00,28.9
2011-03-27 00:00:00,32.1
2011-03-27 01:00:00,21.7
2011-03-27 02:00:00,17.5
2011-03-27 03:00:00,11.8
2011-03-27 04:00:00,5.0
2011-03-27 06:00:00,10.0
2011-03-27 07:00:00,53.6
2011-03-27 08:00:00,60.1
2011-03-27 09:00:00,71.0
2011-03-27 10:00:00,103.5
2011-03-27 11:00:00,102.5
2011-03-27 12:00:00,112.4
2011-03-27 13:00:00,118.7
2011-03-27 14:00:00,129.7
2011-03-27 15:00:00,132.6
2011-03-27 16:00:00,128.3
2011-03-27 17:00:00,218.5
2011-03-27 18:00:00,176.4
2011-03-27 19:00:00,133.1
2011-03-27 20:00:00,57.3
2011-03-27 21:00:00,46.6
2011-03-27 22:00:00,42.4
2011-03-27 23:00:00,35.2
2011-03-28 00:00:00,14.7
2011-03-28 01:00:00,5.2
2011-03-28 02:00:00,6.1
2011-03-28 03:00:00,3.8
2011-03-28 05:00:00,8.8
2011-03-28 06:00:00,43.3
2011-03-28 07:00:00,95.8
2011-03-28 08:00:00,192.9
2011-03-28 09:00:00,135.0
2011-03-28 10:00:00,57.2
2011-03-28 11:00:00,66.7
2011-03-28 12:00:00,67.4
2011-03-28 13:00:00,73.5
2011-03-28 14:00:00,76.3
2011-03-28 15:00:00,84.0
2011-03-28 16:00:00,96.6
2011-03-28 17:00:00,232.3
2011-03-28 18:00:00,201.5
2011-03-28 19:00:00,151.0
2011-03-28 20:00:00,82.7
2011-03-28 21:00:00,71.8
2011-03-28 22:00:00,49.7
2011-03-28 23:00:00,30.6
2011-03-29 00:00:00,20.3
2011-03-29 01:00:00,4.2
2011-03-29 02:00:00,8.0
2011-03-29 03:00:00,5.2
2011-03-29 04:00:00,3.6
2011-03-29 05:00:00,7.7
2011-03-29 06:00:00,42.8
2011-03-29 07:00:00,98.3
2011-03-29 08:00:00,216.1
2011-03-29 09:00:00,139.4
2011-03-29 10:00:00,70.9
2011-03-29 11:00:00,71.7
2011-03-29 12:00:00,81.3
2011-03-29 13:00:00,82.4
2011-03-29 14:00:00,78.6
2011-03-29 15:00:00,77.6
2011-03-29 16:00:00,98.5
2011-03-29 17:00:00,239.1
2011-03-29 18:00:00,221.8
2011-03-29 19:00:00,163.6
2011-03-29 20:00:00,98.5
2011-03-29 21:00:00,89.3
2011-03-29 22:00:00,52.7
2011-03-29 23:00:00,38.4
2011-03-30 00:00:00,21.6
2011-03-30 01:00:00,10.3
2011-03-30 02:00:00,10.2
2011-03-30 03:00:00,4.1
2011-03-30 04:00:00,4.7
2011-03-30 05:00:00,10.2
2011-03-30 06:00:00,46.3
2011-03-30 07:00:00,117.4
2011-03-30 08:00:00,247.7
2011-03-30 09:00:00,145.4
2011-03-30 10:00:00,76.0
2011-03-30 11:00:00,78.7
2011-03-30 12:00:00,91.2
2011-03-30 13:00:00,92.2
2011-03-30 14:00:00,84.2
2011-03-30 15:00:00,27.9
2011-03-30 16:00:00,39.8
2011-03-30 17:00:00,158.2
2011-03-30 18:00:00,125.3
2011-03-30 19:00:00,118.2
2011-03-30 20:00:00,55.8
2011-03-30 21:00:00,56.4
2011-03-30 22:00:00,39.5
2011-03-30 23:00:00,24.5
2011-03-31 00:00:00,8.8
2011-03-31 01:00:00,4.4
2011-03-31 02:00:00,7.1
2011-03-31 03:00:00,2.5
2011-03-31 04:00:00,3.4
2011-03-31 05:00:00,11.3
2011-03-31 06:00:00,33.5
2011-03-31 07:00:00,81.4
2011-03-31 08:00:00,236.8
2011-03-31 09:00:00,104.7
2011-03-31 10:00:00,56.1
2011-03-31 11:00:00,85.5
2011-03-31 12:00:00,88.1
2011-03-31 13:00:00,71.2
2011-03-31 14:00:00,67.8
2011-03-31 15:00:00,26.2
2011-03-31 16:00:00,82.9
2011-03-31 17:00:00,181.0
2011-03-31 18:00:00,133.8
2011-03-31 19:00:00,138.4
2011-03-31 20:00:00,63.7
2011-03-31 21:00:00,62.5
2011-03-31 22:00:00,41.2
2011-03-31 23:00:00,29.8
2011-04-20 00:00:00,29.6
2011-04-20 01:00:00,6.0
2011-04-20 02:00:00,11.9
2011-04-20 03:00:00,4.5
2011-04-20 04:00:00,5.2
2011-04-20 05:00:00,11.3
2011-04-20 06:00:00,43.5
2011-04-20 07:00:00,136.9
2011-04-20 08:00:00,273.0
2011-04-20 09:00:00,174.9
2011-04-20 10:00:00,148.8
2011-04-20 11:00:00,144.8
2011-04-20 12:00:00,176.3
2011-04-20 13:00:00,171.1
2011-04-20 14:00:00,170.0
2011-04-20 15:00:00,171.6
2011-04-20 16:00:00,206.1
2011-04-20 17:00:00,401.1
2011-04-20 18:00:00,383.7
2011-04-20 19:00:00,303.5
2011-04-20 20:00:00,161.7
2011-04-20 21:00:00,155.9
2011-04-20 22:00:00,110.8
2011-04-20 23:00:00,83.3
2011-04-21 00:00:00,33.9
2011-04-21 01:00:00,17.0
2011-04-21 02:00:00,12.9
2011-04-21 03:00:00,5.1
2011-04-21 04:00:00,4.4
2011-04-21 05:00:00,8.9
2011-04-21 06:00:00,47.4
2011-04-21 07:00:00,139.1
2011-04-21 08:00:00,244.9
2011-04-21 09:00:00,175.0
2011-04-21 10:00:00,124.1
2011-04-21 11:00:00,101.7
2011-04-21 12:00:00,148.0
2011-04-21 13:00:00,159.3
2011-04-21 14:00:00,137.5
2011-04-21 15:00:00,136.3
2011-04-21 16:00:00,177.2
2011-04-21 17:00:00,351.9
2011-04-21 18:00:00,295.4
2011-04-21 19:00:00,221.6
2011-04-21 20:00:00,156.5
2011-04-21 21:00:00,119.1
2011-04-21 22:00:00,68.8
2011-04-21 23:00:00,45.2
2011-04-22 00:00:00,29.5
2011-04-22 01:00:00,11.9
2011-04-22 02:00:00,9.8
2011-04-22 03:00:00,6.6
2011-04-22 04:00:00,6.7
2011-04-22 05:00:00,9.8
2011-04-22 06:00:00,50.3
2011-04-22 07:00:00,137.5
2011-04-22 08:00:00,262.6
2011-04-22 09:00:00,88.1
2011-04-22 10:00:00,107.3
2011-04-22 11:00:00,82.4
2011-04-22 12:00:00,89.5
2011-04-22 13:00:00,71.3
2011-04-22 14:00:00,30.3
2011-04-22 15:00:00,70.2
2011-04-22 16:00:00,97.5
2011-04-22 17:00:00,172.8
2011-04-22 18:00:00,101.3
2011-04-22 19:00:00,116.5
2011-04-22 20:00:00,80.1
2011-04-22 21:00:00,66.5
2011-04-22 22:00:00,40.4
2011-04-22 23:00:00,31.3
2011-04-23 00:00:00,33.9
2011-04-23 01:00:00,25.2
2011-04-23 02:00:00,23.2
2011-04-23 03:00:00,17.9
2011-04-23 04:00:00,5.9
2011-04-23 05:00:00,6.7
